;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
2201;7620;G32;394027.2798968676;413990.0971784943;380096.78980960255;168855.83325219108
2203;7650;G27;379846.10482962575;399090.45356567315;366416.97779202496;162778.65470480453
2209;7650;G32;413823.8196142261;434789.59969906165;399193.4401681152;177339.41136982702
2211;7680;G27;366140.8080204028;384690.7978885449;353196.219772588;156905.4082806086
2217;7680;G32;412967.2386079693;433889.6212658062;398367.14283465315;176972.33348730742
2219;7710;G27;354243.8490880315;372191.09688857844;341719.8674249166;151807.10413725473
2225;7710;G32;401165.45518537896;421489.9177039702;386982.60114980105;171914.81570781514
2227;7740;G27;375182.4970501038;394190.5709018331;361918.2477893933;160780.11953287764
2233;7740;G32;435238.3454797603;457289.06127548934;419850.8741887107;186516.3587366992
2235;7770;G27;375372.8484242227;394390.56615061435;362101.86945705395;160861.69241254212
2241;7770;G32;434667.29171196045;456689.0759016658;419300.0095277506;186271.64024964703
2243;7800;G27;398119.83355403267;418289.9940959906;384044.65480925224;170609.64978512452
2249;7800;G32;374040.38880539004;392990.59940914577;360816.51778342924;160290.68225489065
2251;7830;G27;427148.41367521114;448789.2648786274;412046.9548522308;183049.51203469397
2257;7830;G32;394503.15815488645;414490.0851141873;380555.8438077433;169059.76537538166
2259;7860;G27;367187.7404007786;385790.77157058165;354206.13877371076;157354.05904279268
2265;7860;G32;386413.22635033727;405990.2887173254;372751.92447126337;165592.9186733764
2267;7890;G27;393932.1040325296;413890.09936784365;380004.97880476125;168815.04673638818
2273;7890;G32;396692.198779976;416790.03028891154;382667.4928148301;169997.85341555273
2275;7920;G27;374135.56466972805;393090.59721979644;360908.32878827053;160331.46877069355
2281;7920;G32;399071.5904246274;419289.97033989674;384962.7631475556;171017.51418344697
2283;7950;G27;369091.25414196815;387790.724058394;356042.3554503175;158169.78783943763
2289;7950;G32;400975.10381126;421289.922455189;386798.9794821404;171833.24282815066
2291;7980;G27;407922.9280802095;428589.7481044038;393501.16949670017;174810.65255605153
2297;7980;G32;411539.6031247986;432389.6567136869;396989.98015618714;176360.53681385305
2299;8010;G27;350151.2950763094;367891.19959856203;337772.00208324497;150053.28745238
2305;8010;G32;417535.67052315327;438689.5061189954;402774.0618324435;178930.08214343144
2307;8040;G27;384414.5367448097;403890.3384188624;370823.8967898153;164736.40336092855
2313;8040;G32;378323.2941912311;397490.49194794334;364948.00479276147;162126.07181942987
2315;8070;G27;371756.17267051956;390590.65679629106;358613.05811352306;159311.807850858
2321;8070;G32;383367.604718991;402790.3651093458;369813.9781307145;164287.7527506858
2323;8100;G27;356147.36282922106;374191.04937639076;343556.08410152333;152622.83293389968
2329;8100;G32;405448.36057122;425989.8102427678;391114.08815913333;173750.20527235436
2331;8130;G27;433905.88621548464;455889.0949065408;418565.5228571079;185945.34873098906
2337;8130;G32;349104.3630504907;366791.2262890455;336762.0834241442;149604.63684213723
2339;8160;G27;416869.44089101546;437989.5229345212;402131.3861666421;178644.57714057635
2345;8160;G32;370138.18652234395;388890.69774043077;357052.27445144026;158618.43860162175
2347;8190;G27;388887.79350476974;408590.22620644124;375139.0054668083;166653.3658051323
2353;8190;G32;404496.60370062524;424989.83399886166;390195.97982083;173342.34087403188
2355;8220;G27;374896.96981164685;393890.5778424012;361642.8151168913;160657.76013741022
2361;8220;G32;354624.5518362694;372591.08738614083;342087.1107602379;151970.2498965837
2363;8250;G27;395359.73916114325;415390.06354744284;381382.1411412053;169426.84325790126
2370;8250;G32;373374.1591732522;392290.6162246715;360173.8421176278;160005.17725203556
2372;8280;G27;389649.19900124555;409390.2072015662;375873.49213745096;166979.65732379025
2379;8280;G32;401641.33344339783;421989.9056396632;387441.6551479417;172118.74783100572
2381;8310;G27;379084.69933314994;398290.4725705482;365682.4911213823;162452.36318614657
2388;8310;G32;341109.60675572243;358391.427330314;329049.97475048364;146178.57650399356
2390;8340;G27;391933.41513611603;411790.14981442085;378076.9518073571;167958.5317278229
2397;8340;G32;383272.42920921;402690.3676712152;369722.16746789514;164246.96638682418
2399;8370;G27;355481.1331970832;373491.06619191647;342913.4084357219;152337.3279310446
2406;8370;G32;391933.41513611603;411790.14981442085;378076.9518073571;167958.5317278229
2408;8400;G27;319409.55365173134;335591.9726944545;308117.1080573862;136879.269741654
2415;8400;G32;368805.7269035112;387490.73099896207;355766.92277781555;158047.42844397025
2417;8430;G27;351103.0519469042;368891.1758424682;338690.11042154836;150461.15185070247
2424;8430;G32;326547.7289402427;343091.7932199304;315002.9193975847;139938.25219727805
2426;8460;G27;420771.64352861856;442089.4249757563;405895.62984065304;180316.82094578657
2433;8460;G32;383748.30746722885;403190.3556069082;370181.2214660358;164450.89851001475
2435;8490;G27;396787.37428975693;416890.02772704203;382759.3034776494;170038.6397794143
2442;8490;G32;361477.2002408809;379790.915224705;348697.4897699564;154906.8731086817
2444;8520;G27;359002.6327318914;377190.977363069;346310.40843238955;153846.42582498453
2451;8520;G32;391743.0637619971;411590.1545656397;377893.3301396964;167876.95884815842
2453;8550;G27;404782.1309390821;425289.8270582935;390471.4124933319;173464.70026949927
2460;8550;G32;392504.4689039159;412390.13518824446;378627.8164683172;168203.2502148751
2462;8580;G27;368805.7269035112;387490.73099896207;355766.92277781555;158047.42844397025
2469;8580;G32;403259.3199461305;423689.8650680437;389002.4391520465;172812.11723218331
2471;8610;G27;364237.29463377025;382690.8457732527;351360.00343800324;156089.67963590493
2478;8610;G32;377657.06420453626;396790.508390949;364305.3287849382;161840.5666646335
2480;8640;G27;340919.2550270465;358191.4317090127;328866.352740801;146097.00347238776
2487;8640;G32;364522.8215176702;382990.8384601645;351635.43576848326;156212.03887943103
2489;8670;G27;348438.1330637958;366091.24273205106;336119.4074163209;149319.13168734082
2496;8670;G32;383082.07748053403;402490.37204991386;369538.54545821255;164165.39335521837
2498;8700;G27;371565.8212964006;390390.66154750984;358429.4364458624;159230.2349711935
2505;8700;G32;371946.5240446385;390790.6520450723;358796.6797811837;159393.38073052248
2507;8730;G27;358336.4027451966;376490.99380607466;345667.73242456623;153560.92067018815
2514;8730;G32;365093.87564002705;383590.8242065082;352186.3007714653;156456.7575184245
2516;8760;G27;323882.8100571343;340291.86010951316;312432.21639235714;138796.23203391637
2523;8760;G32;380607.50997154455;399890.4341882779;367151.46412064566;163104.9460715212
2525;8790;G27;398215.0094183706;418389.9919066412;384136.4658140935;170650.4363009274
2532;8790;G32;377276.36181085533;396390.5182659066;363938.08579163876;161677.4210572458
2534;8820;G27;388411.9152467508;408090.2382707482;374679.9514686675;166449.43368194168
2541;8820;G32;361667.55161499983;379990.91047348623;348881.11143761704;154988.44598834618
2543;8850;G27;402212.3875657547;422589.8913860069;387992.52015092375;172363.46646999923
2550;8850;G32;386222.8749762183;405790.2934685442;372568.3028036027;165511.34579371192
2552;8880;G27;410968.54935699876;431789.6713398633;396439.11549522704;176115.81832680086
2559;8880;G32;400023.3469406652;420289.9462112828;385880.871143837;171425.37842982815
2561;8910;G27;420581.2921544996;441889.4297269751;405712.0081729924;180235.2480661221
2568;8910;G32;368234.67278115434;386890.7452526184;355216.0577748335;157802.70980497677
2570;8940;G27;427624.29193323;449289.2528143204;412506.00885037147;183253.44415788454
2577;8940;G32;379084.69933314994;398290.4725705482;365682.4911213823;162452.36318614657
2579;8970;G27;402212.3875657547;422589.8913860069;387992.52015092375;172363.46646999923
2586;8970;G32;375372.8484242227;394390.56615061435;362101.86945705395;160861.69241254212
2588;9000;G27;398690.88767638954;418889.9798423343;384595.51981223427;170854.368424118
2595;9000;G32;391172.00999419723;410990.16919181606;377342.4654787364;167632.24036110623
2597;9030;G27;393361.0499101727;413290.1136215;379454.1138017792;168570.3280973947
2604;9030;G32;369757.483774106;388490.70724286826;356685.0311161189;158455.29284229272
2606;9060;G27;387555.334240494;407190.2598374927;373853.65413520543;166082.3557994221
2613;9060;G32;388982.9693691077;408690.2240170919;375230.8164716495;166694.15232093516
2615;9090;G27;402783.4416881116;423189.87713235064;388543.3851539058;172608.1851089927
2622;9090;G32;387174.6314922561;406790.26933993027;373486.4107998841;165919.2100400931
2624;9120;G27;394883.8605485674;414890.0752392297;380923.08680104266;169222.91098276936
2631;9120;G32;411920.30622759357;432789.64758376946;397357.22383353044;176523.68272512336
2633;9150;G27;375848.72668224166;394890.5540863074;362560.9234551947;161065.62453573273
2640;9150;G32;361762.72747933783;380090.9082841369;348972.9224424584;155029.23250414908
2642;9180;G27;384700.06398326665;404190.3314782943;371099.3294623173;164858.76275639594
2649;9180;G32;405353.18470688205;425889.8124321172;391022.27715429204;173709.4187565515
2651;9210;G27;398500.53630227054;418689.98459355306;384411.89814457356;170772.7955444535
2658;9210;G32;388411.9152467508;408090.2382707482;374679.9514686675;166449.43368194168
2660;9240;G27;379084.69933314994;398290.4725705482;365682.4911213823;162452.36318614657
2667;9240;G32;401736.50930773583;422089.9034503139;387533.4661527831;172159.53434680865
2669;9270;G27;380607.50997154455;399890.4341882779;367151.46412064566;163104.9460715212
2676;9270;G32;335684.59312516765;352691.563298829;323816.7577351873;143853.74966146736
2678;9300;G27;402688.26582377363;423089.8793217;388451.5741490645;172567.39859318984
2685;9300;G32;401926.86068185477;422289.8986990951;387717.08782044373;172241.10722647313
2687;9330;G27;341775.8363878603;359091.4105147883;329692.65041628503;146464.08150684866
2694;9330;G32;338825.39026629494;355991.48434493924;326846.51473855553;145199.7019480196
2696;9360;G27;431336.14284215716;453189.15923425416;416086.63051469973;184844.11493148896
2703;9360;G32;397643.95529601374;417790.00616029755;383585.60081111145;170405.71766193392
2705;9390;G27;374230.740179509;393190.59465792694;361000.1394510899;160372.25513455513
2712;9390;G32;376229.42943047953;395290.54458386987;362928.166790516;161228.7702950617
2714;9420;G27;364427.6460078892;382890.8410220339;351543.6251056639;156171.25251556942
2721;9420;G32;396311.49603173806;416390.03979134903;382300.2494795087;169834.70765622373
2723;9450;G27;425340.0757983595;446889.31020146573;410302.54918046534;182274.5697538519
2730;9450;G32;368329.84864549234;386990.74306326907;355307.8687796748;157843.49632077967
2732;9480;G27;403354.49545591144;423789.8625061742;389094.2498148659;172852.9035960449
2739;9480;G32;391838.23927177803;411690.15200377017;377985.1408025157;167917.74521202
2741;9510;G27;384224.1857252478;403690.3435426013;370640.2754641766;164654.83063320536
2748;9510;G32;389649.19900124555;409390.2072015662;375873.49213745096;166979.65732379025
2750;9540;G27;406114.59020335786;426689.7934272421;391756.7638249347;174035.71027520945
2757;9540;G32;387936.03663417493;407590.24996253505;374220.8971285049;166245.50140680978
2759;9570;G27;389934.7258851455;409690.199888478;376148.924467931;167102.01656731634
2766;9570;G32;384224.1857252478;403690.3435426013;370640.2754641766;164654.83063320536
2768;9600;G27;414490.049246364;435489.58288353594;399836.11583391664;177624.9163726821
2775;9600;G32;352245.15983706096;370091.1469626355;339791.8400854905;150950.58897674817
2777;9630;G27;413347.94135620724;434289.61176336865;398734.3861699745;177135.47924663642
2784;9630;G32;385937.3477377614;405490.3004091123;372292.8701311007;165388.98639824454
2786;9660;G27;417916.3732713912;439089.49661655794;403141.3051677649;179093.22790276044
2793;9660;G32;358146.0513710776;376290.9985572934;345484.1107569055;153479.34779052364
2795;9690;G27;374992.14532142784;393990.57528053183;361734.62577971065;160698.54650127183
2802;9690;G32;380512.3348163206;399790.4371226675;367059.6537998483;163064.15985960094
2804;9720;G27;384985.5912217236;404490.32453772624;371374.7621348193;164981.12215186335
2811;9720;G32;370614.0644258058;389390.68530360365;357511.328107559;158822.370572871
2813;9750;G27;411254.0762408987;432089.66402677505;396714.54782570706;176238.17757032695
2820;9750;G32;347010.4979351821;364591.27855245187;334742.2450798768;148707.33516582777
2822;9780;G27;360906.146118524;379190.9294783613;348146.62476697436;154662.1544696882
2829;9780;G32;377181.18594651733;396290.52045525593;363846.2747867974;161636.63454144288
2831;9810;G27;409540.9145829421;430289.7075327842;395061.9535008049;175504.0219572291
2838;9810;G32;363571.0650016324;381990.86258877843;350717.3277722018;155804.17463304984
2840;9840;G27;416679.08987145347;437789.52805826004;401947.7648410034;178563.00441285316
2847;9840;G32;383843.48297700984;403290.3530450388;370273.03212885524;164491.68487387637
2849;9870;G27;389839.5500208075;409590.20207782724;376057.1134630896;167061.23005151344
2856;9870;G32;372327.2264383194;391190.6421701146;359163.92277448316;159556.52633791018
2858;9900;G27;395264.5636513623;415290.06610931235;381290.330478386;169386.05689403968
2865;9900;G32;366140.8080204028;384690.7978885449;353196.219772588;156905.4082806086
2867;9930;G27;438569.49399500655;460788.9775703807;423064.2528597396;187943.88390291596
2874;9930;G32;379941.28069396375;399190.4513763238;366508.78879686625;162819.44122060746
2876;9960;G27;396406.67154151906;416490.03722947964;382392.0601423281;169875.49402008535
2883;9960;G32;373850.0374312711;392790.60416036454;360632.8961157686;160209.10937522617
2885;9990;G27;455701.1148292567;478788.54698053095;439590.20021302474;195285.44185719022
2892;9990;G32;361286.8488667619;379590.9199759237;348513.8681022957;154825.3002290172
2894;10020;G27;428004.99468146794;449689.2433118829;412873.25218569284;183416.58991721354
2901;10020;G32;376039.0780563606;395090.54933508864;362744.54512285534;161147.1974153972
2903;10050;G27;389744.37451102654;409490.20463969675;375965.3028002703;167020.44368765186
2910;10050;G32;387269.8073565941;406890.2671505809;373578.2218047254;165959.996555896
2912;10080;G27;398024.6580442517;418189.99665786006;383952.8441464328;170568.8634212629
2919;10080;G32;367473.26763923554;386090.76463001355;354481.57144621277;157476.41843826007
2921;10110;G27;393361.0499101727;413290.1136215;379454.1138017792;168570.3280973947
2928;10110;G32;380226.8075778637;399490.4440632356;366784.22112734633;162941.80046413356
2930;10140;G27;402307.5630755357;422689.8888241375;388084.3308137432;172404.2528338608
2937;10140;G32;340443.3767690276;357691.4437733197;328407.2987426603;145893.07134919718
2939;10170;G27;378228.11832689313;397390.4941372927;364856.1937879202;162085.285303627
